1.5,2,12345679
1.0,3,12345679
1.5,1,12345680
1.0,2,12345680
1.5,3,12345679
2.5,2,12345679
2.5,1,12345680
1.5,2,12345680
1.0,3,12345680
2.5,3,12345679
1.5,3,12345680
10.0,1,12345679
2.5,2,12345680
2.5,3,12345680
10.0,2,12345679
10.0,1,12345680
1.0,1,12345678
1.5,1,12345678
2.5,1,12345678
10.0,1,12345678
1.0,2,12345678
1.5,2,12345678
2.5,2,12345678
10.0,2,12345678
1.0,3,12345678
1.5,3,12345678
2.5,3,12345678
10.0,3,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345679
1.0,1,12345680
2.5,1,12345679
1.0,3,12345679
1.5,2,12345679
1.5,1,12345680
1.0,2,12345680
1.5,3,12345679
2.5,2,12345679
2.5,1,12345680
1.0,3,12345680
1.5,2,12345680
2.5,3,12345679
1.5,3,12345680
10.0,1,12345679
2.5,2,12345680
2.5,3,12345680
10.0,2,12345679
10.0,1,12345680
10.0,3,12345679
10.0,2,12345680
10.0,3,12345680
1.0,1,12345678
1.5,1,12345678
2.5,1,12345678
10.0,1,12345678
1.0,2,12345678
1.5,2,12345678
2.5,2,12345678
10.0,2,12345678
1.0,3,12345678
1.5,3,12345678
2.5,3,12345678
10.0,3,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345679
1.0,1,12345680
2.5,1,12345679
1.0,3,12345679
1.5,2,12345679
1.5,1,12345680
1.0,2,12345680
1.5,3,12345679
2.5,2,12345679
2.5,1,12345680
1.0,3,12345680
1.5,2,12345680
2.5,3,12345679
1.5,3,12345680
10.0,1,12345679
2.5,2,12345680
2.5,3,12345680
10.0,2,12345679
10.0,1,12345680
10.0,3,12345679
10.0,2,12345680
10.0,3,12345680
1.0,1,12345678
1.0,1,12345678
1.0,1,12345678
1.0,1,12345678
1.0,1,12345678
1.5,1,12345678
2.5,1,12345678
10.0,1,12345678
1.0,2,12345678
1.5,2,12345678
2.5,2,12345678
1.0,1,12345678
1.5,1,12345678
2.5,1,12345678
10.0,1,12345678
1.0,2,12345678
1.5,2,12345678
2.5,2,12345678
10.0,2,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345679
1.0,1,12345680
2.5,1,12345679
1.5,2,12345679
1.5,1,12345680
1.0,2,12345680
2.5,2,12345679
2.5,1,12345680
1.5,2,12345680
10.0,1,12345679
10.0,1,12345679
10.0,1,12345679
10.0,1,12345679
10.0,1,12345679
2.5,2,12345680
1.0,1,12345678
1.5,1,12345678
2.5,1,12345678
10.0,1,12345678
1.0,2,12345678
1.5,2,12345678
2.5,2,12345678
10.0,2,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345679
1.0,1,12345680
2.5,1,12345679
1.5,2,12345679
1.5,1,12345680
1.0,2,12345680
2.5,2,12345679
2.5,1,12345680
1.5,2,12345680
10.0,1,12345679
2.5,2,12345680
10.0,2,12345679
10.0,1,12345680
1.0,1,12345678
1.5,1,12345678
2.5,1,12345678
10.0,1,12345678
1.0,2,12345678
1.5,2,12345678
2.5,2,12345678
1.0,1,12345678
1.5,1,12345678
2.5,1,12345678
10.0,1,12345678
1.0,2,12345678
1.5,2,12345678
2.5,2,12345678
10.0,2,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345679
1.0,1,12345680
2.5,1,12345679
1.5,2,12345679
1.5,1,12345680
1.0,2,12345680
2.5,2,12345679
2.5,1,12345680
1.5,2,12345680
10.0,1,12345679
2.5,2,12345680
1.0,1,12345678
1.5,1,12345678
1.0,2,12345678
1.5,2,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345679
1.0,1,12345680
1.5,2,12345679
1.5,1,12345680
1.0,2,12345680
1.5,2,12345680
1.0,1,12345678
1.5,1,12345678
1.0,2,12345678
1.5,2,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345679
1.0,1,12345680
1.0,1,12345678
1.5,1,12345678
1.0,2,12345678
1.5,2,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345679
1.0,1,12345680
1.5,2,12345679
1.5,1,12345680
1.0,2,12345680
1.5,2,12345679
1.5,2,12345680
1.5,2,12345680
1.0,1,12345678
1.5,1,12345678
1.0,2,12345678
1.5,2,12345678
1.0,1,12345679
1.5,1,12345679
1.0,2,12345678
1.0,1,12345679
1.5,2,12345678
1.5,1,12345680
1.0,1,12345679
1.0,2,12345679
1.0,1,12345679
1.0,1,12345679
1.5,2,12345679
1.0,2,12345679
1.0,1,12345679
1.0,1,12345679
1.0,2,12345680
1.0,1,12345680
1.5,2,12345680
1.0,1,12345680
1.5,2,12345680
1.5,2,12345680
